100 8149
44 15 27457
9 38 24070
53 75 30559
20 86 26523
57 19 30587
78 82 19422
74 69 24953
32 22 25515
73 91 9632
17 60 31505
63 44 3799
76 95 18361
43 83 30947
25 84 30346
64 26 18638
34 50 29706
75 17 24292
46 48 15452
88 34 1947
85 64 17903
36 72 1988
57 79 9777
28 22 5590
36 56 29158
39 35 13615
73 63 8959
63 42 18848
65 58 3058
5 95 10406
68 8 9483
97 5 15121
56 60 23095
75 83 15632
78 66 35
22 99 9184
72 15 19928
65 92 30595
51 78 13335
91 35 21587
20 84 15893
60 97 6991
11 37 24440
14 34 26985
74 92 16799
13 49 3403
18 28 22164
1 40 12358
1 85 16958
41 18 4708
59 15 6832
7 13 25310
94 62 9894
61 49 13666
50 0 11655
87 75 10725
81 9 11925
47 8 24572
35 14 32003
25 90 4085
31 51 23856
93 7 29470
0 35 25402
59 40 20992
82 12 3487
55 54 27257
40 19 30379
24 54 14585
27 20 3558
27 14 22348
2 62 9914
58 72 26813
28 46 23558
83 70 15985
18 48 24680
57 85 20551
22 71 24916
94 97 9642
43 57 14166
2 5 10004
61 97 18456
55 98 23597
33 19 20219
86 55 9170
74 12 18281
31 54 19052
84 60 36
92 1 22608
97 73 327
16 60 21801
85 76 30381
96 71 24226
3 58 20217
42 46 8122
95 84 17277
69 27 17298
29 26 6056
89 64 14744
81 99 7879
68 41 23119
38 93 3388
28 77 814
70 97 22142
67 47 25936
14 94 27511
49 36 21983
42 61 9497
17 74 16520
61 16 5455
28 88 15192
51 20 27784
51 24 30928
2 30 11407
33 51 16407
94 67 4469
23 1 31888
63 38 32688
48 61 11580
72 31 29375
87 71 20911
40 20 27124
47 37 13710
11 99 14643
32 69 31933
58 23 452
28 99 25040
98 29 2351
47 75 23198
8 19 7139
79 1 15525
80 58 27604
56 2 25398
98 59 25319
97 24 27240
67 77 31822
24 62 13132
85 67 9847
58 65 8681
13 23 17879
20 68 201
94 96 20023
38 76 16279
15 54 27540
87 82 27336
87 4 29873
19 4 22598
99 67 12515
70 3 10639
48 4 10183
61 76 32206
6 96 3299
15 11 3790
81 21 12892
22 19 2531
5 35 5444
45 60 21014
65 42 23357
48 61 2869
38 12 19537
43 29 26011
31 8 17749
41 11 12491
73 23 7738
79 39 20270
15 11 23824
47 68 20379
8 50 6566
8 37 16756
99 27 32527
44 55 24174
11 10 12152
28 24 29035
83 17 17421
24 48 1011
32 93 1505
58 27 25631
38 87 7697
77 58 4897
63 83 10918
67 47 12456
94 21 13013
6 28 4561
0 71 12466
1 87 29287
22 78 8053
75 23 9626
22 20 1246
47 96 15854
59 43 23292
85 51 4282
63 34 17528
2 18 31891
71 81 20365
4 67 23959
44 12 10204
84 93 7668
46 36 32721
32 72 31845
2 96 8959
9 88 22644
70 16 2670
24 83 22300
39 47 22885
71 56 11737
24 72 10640
22 82 23379
15 65 17299
54 47 23577
43 48 23912
22 46 20272
14 83 18980
37 73 20835
26 81 16104
22 65 26514
40 34 32558
56 23 28529
98 92 30396
0 47 2940
22 8 4566
84 37 10764
14 37 5259
7 37 28868
55 68 22577
6 22 19679
70 21 17006
54 6 32253
48 56 2910
16 17 29824
71 18 4273
97 87 7585
75 80 4576
92 82 1723
61 71 21960
53 41 28290
76 31 29760
9 66 13857
93 28 24212
71 72 32114
17 77 22499
28 36 23761
12 51 27350
60 29 29745
49 60 7208
8 89 14981
4 67 12787
32 92 27031
87 28 30150
1 86 25055
70 84 27625
68 8 16129
57 95 9315
85 75 24820
80 24 6801
48 31 14080
66 37 7799
23 54 28952
20 72 3862
14 28 12607
47 62 20323
28 93 14828
56 2 26549
71 3 14261
58 2 17356
8 88 29606
12 91 438
67 79 18699
14 67 24637
27 43 29855
97 7 7082
67 15 3151
0 17 32252
15 7 30241
48 21 9190
80 99 23002
98 87 2604
48 14 7282
42 55 28479
36 95 17791
69 87 804
10 84 3611
29 10 5460
21 20 1392
34 86 27414
60 54 5964
90 26 11129
23 92 10486
50 70 3471
0 91 15715
59 4 6011
49 14 29885
24 83 16538
85 40 9334
25 83 5057
52 19 2343
86 59 9548
77 47 24018
72 9 1004
93 47 23638
48 15 23668
37 19 22843
67 24 10273
56 26 24870
1 14 14853
54 31 2184
58 8 11166
72 36 3694
33 67 20934
27 2 6525
34 92 23164
49 54 17016
29 84 18743
86 75 25064
44 40 2752
99 54 16061
83 17 6853
10 13 23039
65 98 1192
20 98 14309
67 61 13873
3 74 16631
25 8 30259
83 96 13822
89 83 10813
24 28 18408
90 66 15857
48 29 16634
72 80 17305
45 39 24288
54 79 6412
13 56 5486
26 79 19724
42 84 69
4 97 151
62 57 23945
57 9 23782
2 5 5743
82 84 16917
63 6 10834
66 46 23460
20 51 22405
27 98 8012
8 33 10533
45 16 12261
14 13 13207
68 77 332
22 34 20848
92 67 15244
23 86 12540
9 74 2745
8 78 1705
19 81 5686
99 37 21230
66 26 5472
17 52 27282
68 63 12510
24 39 26211
73 49 26361
84 15 23472
75 43 20174
44 29 20781
38 65 10553
97 84 23560
17 92 32712
53 63 16212
44 52 28955
6 82 23580
25 92 1909
32 33 19123
34 74 24943
89 44 9765
42 73 24077
21 80 30929
27 58 13474
40 91 26001
74 25 13895
17 90 11009
90 58 14799
97 8 1727
38 10 13442
98 42 23740
21 0 4358
24 30 27384
88 97 17205
44 50 19517
98 18 13019
61 79 11441
2 78 12436
1 99 26974
87 6 3890
7 83 28671
56 9 387
18 63 9906
7 23 20297
73 63 31579
28 67 9663
10 48 2274
57 31 1798
19 65 5270
56 83 31050
46 77 4172
73 74 24962
61 51 24094
16 59 16150
66 52 22745
96 58 5333
98 16 12402
33 70 245
68 30 3102
20 92 10530
36 20 11235
97 99 192
47 95 438
1 13 24294
51 8 32396
96 82 9926
90 39 10718
94 17 16508
63 79 6803
59 33 6519
9 78 7762
11 32 10996
42 63 22689
23 2 27216
67 79 30054
97 86 23061
34 87 17054
64 68 1033
92 39 13159
78 1 17328
43 80 689
47 35 17917
6 97 30259
44 52 20007
28 62 12919
37 0 30937
67 80 14102
36 39 11836
18 45 1666
50 73 2184
61 21 16104
56 97 30749
81 23 4628
69 37 12125
86 1 10339
53 10 12208
26 83 7964
44 71 32385
73 62 3273
5 61 25627
37 91 22128
3 79 28575
13 57 14006
65 51 8855
32 71 13388
24 45 27598
83 79 30530
65 88 19573
3 94 1291
26 6 29631
89 84 31066
80 50 7280
70 29 26148
38 68 21798
94 15 12128
14 89 26421
33 17 1895
14 9 6509
76 16 14080
83 70 25392
15 69 10359
32 90 6551
86 11 20308
50 99 920
37 68 3722
50 45 25457
71 98 15675
22 5 12989
64 16 28256
48 33 23551
93 1 14838
12 99 30608
24 91 1665
21 89 19237
21 96 18435
1 7 21106
67 5 26042
22 59 15508
82 25 2621
22 11 23873
38 55 6617
72 73 25079
28 43 31028
6 94 31392
41 63 17063
49 65 25182
56 10 4810
35 67 8326
53 61 17702
52 46 17130
18 92 24590
39 41 2569
22 0 6923
97 78 21690
18 7 27997
0 28 23659
79 11 31358
31 90 21525
2 65 4277
15 12 2917
98 18 21008
64 67 9431
2 69 6748
5 19 2226
71 88 21756
2 11 22560
9 67 19377
80 68 2783
55 26 10059
31 27 2036
73 69 10396
6 45 492
79 16 29258
82 28 24709
15 77 20068
69 54 32348
55 62 13743
43 61 12923
93 18 5379
11 88 17100
72 8 14286
86 13 1523
51 9 16018
66 35 32554
3 73 25407
57 14 7925
18 96 9900
58 86 27077
81 94 10665
57 51 8683
29 46 14680
61 35 17507
21 68 18895
6 70 16481
41 91 2870
18 74 24483
65 99 17627
48 85 27134
85 91 32493
30 48 14485
29 28 3817
18 33 15810
9 55 9172
64 16 3223
9 28 18134
89 75 14209
85 44 14814
71 59 32626
96 77 330
85 93 21919
69 79 1739
54 52 12213
1 72 29443
54 25 13068
83 49 26764
84 45 21840
60 65 1635
78 73 20866
72 52 20725
4 36 18035
73 88 10300
45 13 4094
27 9 5802
10 13 32424
42 88 22490
18 46 2428
19 36 18243
30 16 1071
6 80 18002
80 70 22518
11 38 26305
41 58 18329
53 39 4361
36 80 30622
79 85 18485
23 63 22951
93 21 25478
1 74 18010
45 93 27565
52 91 4964
30 16 3196
4 48 23423
38 2 3426
2 6 3200
65 49 21010
58 55 13266
86 17 21023
22 57 31727
10 27 4469
94 54 28091
1 23 15604
17 90 24258
51 82 30112
3 75 4555
39 31 23068
6 17 325
87 64 20841
30 77 9072
33 67 19242
33 64 18009
64 17 26831
41 65 30198
85 9 8314
46 65 18706
41 93 13699
36 24 449
93 7 11223
22 2 13460
15 64 8143
32 69 12599
86 40 1821
30 1 14189
59 74 5847
57 41 591
14 72 25837
86 71 13654
76 40 6985
5 3 28541
53 49 10970
17 76 23010
98 5 25456
46 71 89
85 52 23227
4 14 23720
46 69 14095
84 94 2160
8 66 17088
40 41 4846
96 52 13107
15 30 20240
51 77 23278
42 1 25498
8 80 8276
70 15 19023
29 94 6871
80 53 3160
33 82 14002
19 64 14685
88 30 17309
65 68 9228
94 90 27886
73 18 10762
16 0 23080
15 54 1658
30 4 11495
93 36 13722
88 94 19878
67 59 5427
22 45 2775
73 77 200
66 97 1603
38 31 31170
56 50 23213
75 6 19223
63 73 22569
82 2 21783
39 70 16300
8 44 6496
31 24 5818
70 13 2099
60 39 4676
14 40 18328
37 44 17420
49 52 532
51 7 14384
3 52 3553
17 49 6309
13 21 16099
3 76 19152
95 89 17620
45 67 24440
60 94 25691
26 89 10183
10 94 29964
78 3 25118
84 59 10108
90 9 18392
63 60 32245
16 30 24920
43 39 26480
39 65 30717
70 22 24534
60 92 21957
56 19 10685
53 94 20681
36 16 29981
97 20 29919
3 59 25516
40 44 2047
39 47 9961
28 71 13883
91 68 15609
5 62 30834
36 45 16056
89 61 24067
2 67 24297
2 74 12770
64 82 3566
54 73 15498
11 28 19795
23 31 28616
42 89 19442
49 11 19839
20 29 5240
48 6 28610
43 39 21697
51 84 24299
31 95 2141
23 13 32343
90 5 31437
39 33 25548
81 10 26211
36 11 30397
48 21 31442
61 88 3038
81 8 25279
31 7 9930
45 33 506
35 93 28329
80 64 11827
43 15 1050
53 84 8756
74 59 5579
15 92 28689
92 4 7809
5 98 20689
46 72 29318
50 66 28786
79 41 31666
81 64 19295
25 65 2700
7 42 28337
76 54 18480
30 82 32458
45 58 26633
27 72 24622
89 6 2421
51 8 19632
8 84 6385
70 32 4928
88 71 15713
24 10 19203
30 60 18827
85 52 29307
53 76 4837
6 83 23013
0 80 17982
40 5 25635
38 3 10223
30 84 11199
49 15 28826
66 42 495
51 29 30872
84 37 7075
2 46 29609
41 52 9474
46 47 27531
58 61 28131
2 33 17271
33 1 550
14 95 10168
42 57 22258
74 15 13279
72 86 21066
67 35 7993
16 13 25721
10 93 12951
30 86 17213
90 83 31620
44 31 9405
80 98 19794
46 36 20061
37 26 5255
28 88 20269
49 72 14620
79 53 20641
49 66 19920
57 76 5245
5 74 11237
2 61 31139
50 89 30297
61 27 9739
49 11 7945
34 0 26712
64 49 11038
4 40 30894
4 46 9823
14 66 29652
87 4 19769
32 27 23766
64 73 918
76 48 28817
28 43 17123
6 4 29689
5 86 21454
94 24 12540
50 63 30890
91 45 24384
68 49 13173
43 82 3392
91 94 7924
80 40 4973
27 49 29796
21 87 32342
20 33 24499
55 9 32271
60 87 16954
29 71 6220
9 41 2154
91 0 26601
27 99 20727
7 5 28629
60 36 25695
58 59 16543
68 76 29148
28 54 14098
13 54 17185
81 40 16290
14 54 10881
53 43 7582
47 99 26429
36 5 1629
93 18 10806
68 26 16351
82 43 22844
27 87 12191
45 39 14750
17 32 12682
44 28 23263
24 87 30795
7 23 138
13 51 28535
23 55 30365
74 58 27966
32 84 15891
30 51 17575
27 58 26461
82 69 19073
57 51 20218
48 99 28306
25 73 21616
40 53 30639
66 37 7747
15 56 3254
40 6 7633
89 47 19880
18 60 23567
49 57 10076
16 70 13471
39 62 4470
82 57 5818
33 23 22956
16 25 15322
97 8 20607
56 40 4661
24 56 27379
78 73 27997
19 23 2540
2 12 31140
27 47 25394
61 6 32539
8 93 20824
11 52 18235
38 2 26347
66 36 1181
42 79 22204
33 73 32341
92 63 26151
95 26 2235
62 18 32666
44 57 5077
84 75 27339
76 62 23450
10 66 32104
3 95 8385
74 40 4636
67 18 20709
39 58 3390
16 13 15131
56 5 32143
28 41 27215
67 27 19651
37 71 4354
70 68 18133
49 25 10824
98 93 20564
61 21 8714
25 64 17190
22 91 2814
92 27 26230
0 78 13015
17 67 8653
8 44 21910
6 19 13438
18 58 22272
66 42 12787
14 52 21931
93 90 6270
21 81 11554
19 70 23472
64 36 9479
43 88 31858
1 9 10562
51 53 6223
59 60 2976
79 71 1706
4 75 2408
20 63 30176
17 53 12245
48 9 21370
59 61 20600
14 87 23422
27 41 24925
87 48 8167
79 26 18533
77 22 22067
15 67 21317
67 21 19324
54 61 25090
71 36 16170
75 71 6664
48 59 6382
37 88 17566
34 49 13525
95 28 17808
41 25 15809
39 26 6343
62 45 2279
43 75 24776
76 52 1312
4 27 10572
30 16 10033
16 67 26733
96 45 22616
23 2 20007
15 25 24254
4 90 25876
65 67 3994
7 68 14510
99 50 26929
64 87 29820
95 63 1777
9 97 3321
60 49 18509
84 89 2193
17 85 16786
50 46 22658
75 21 21811
75 92 12555
17 69 15710
99 39 9253
97 58 15225
16 68 20298
94 58 21681
51 70 1758
46 22 13781
1 96 6278
90 41 22908
36 23 27688
35 58 31897
85 90 22988
39 46 27929
99 34 7834
8 74 6939
37 68 1438
12 82 24791
92 39 10532
70 20 32353
60 69 14280
3 94 7616
98 83 29834
81 75 10512
5 19 19332
5 84 8109
47 83 23840
9 14 14486
86 11 24529
83 57 20364
26 47 15558
56 96 10134
92 60 26128
45 60 18672
88 0 9510
80 4 31124
1 12 5856
8 55 22233
43 50 17965
94 0 15329
93 51 26938
28 73 13252
80 25 15559
2 95 1991
5 10 26575
21 19 22774
96 41 17886
52 76 25511
15 61 1126
65 84 7593
8 0 1546
38 16 22026
10 75 11168
74 22 11782
67 90 32207
60 89 1525
4 18 17149
90 89 16673
40 76 1108
0 47 3426
90 76 14473
77 9 27168
70 35 27505
43 75 25226
49 7 19083
38 99 7455
98 67 7686
79 8 5858
19 34 13040
25 10 10956
41 46 26247
34 32 30296
13 6 11251
8 9 21059
10 11 23750
13 24 719
55 53 14865
87 49 1323
13 94 1791
71 67 2007
99 61 26411
10 20 14865
9 39 31273
95 59 17072
23 79 23292
0 41 26883
10 69 1402
24 57 23169
64 95 31934
21 56 3696
99 82 13627
76 95 9429
99 18 2583
59 49 20543
26 84 14541
79 27 29269
82 27 20297
77 65 8493
0 38 30716
97 69 24524
87 77 27802
45 61 32363
35 4 25474
26 56 26455
49 22 21760
56 22 9079
37 36 19678
56 77 11755
58 1 29200
94 63 20538
27 42 20823
27 25 18700
9 48 6440
30 25 32099
42 25 9290
4 64 30923
47 20 15835
94 12 6914
13 42 17595
66 18 4608
15 91 3484
40 28 13672
8 28 27163
57 26 5321
94 67 24750
81 35 7229
20 9 13398
52 84 11074
45 9 11339
99 84 26594
6 29 27424
59 52 3205
94 93 25106
81 87 30984
77 17 22655
76 36 32740
57 33 26806
36 82 20112
70 50 2716
50 21 31845
59 67 6628
76 16 19877
78 86 2246
50 65 8318
94 16 29044
83 72 22552
43 26 18375
20 71 32273
99 53 22995
2 9 19707
32 21 26986
91 7 30378
1 83 16816
82 99 20352
47 8 4940
76 52 9207
7 69 26341
70 85 28690
70 55 26850
41 16 2183
52 21 679
30 20 5044
53 2 29898
44 52 1223
97 57 17137
58 59 13722
61 0 3414
21 8 19513
95 44 15661
35 90 24326
77 25 86
96 44 22261
50 64 17956
25 4 29028
47 58 4645
39 71 2917
65 73 23335
67 12 7847
53 66 7158
16 34 7228
7 38 2174
59 30 11237
37 62 21855
30 65 22199
94 30 30993
29 46 23088
4 8 5413
81 38 23831
46 3 6996
50 73 4536
55 4 5450
27 91 2398
44 78 1911
72 79 11038
48 11 1620
52 21 29768
60 42 4814
92 8 29466
42 45 32223
61 17 23692
48 70 15486
55 94 17487
63 57 3173
21 22 27220
59 36 24424
94 50 21357
33 30 1612
56 63 2809
61 44 21850
16 75 2441
43 61 19504
80 31 24834
11 32 30579
61 68 2232
58 25 7793
84 67 1119
25 74 10199
96 21 14066
0 2 18432
99 71 3809
35 47 20628
65 40 27428
64 49 11365
21 15 12541
93 13 978
32 44 6294
3 67 1300
97 60 19138
31 23 10561
56 89 5247
53 48 23025
95 38 17687
64 76 25791
67 85 20966
99 2 289
27 84 10040
65 26 8777
21 76 12219
92 15 12818
29 34 9330
49 36 29476
12 99 13621
30 83 30669
83 26 7709
27 23 10315
92 79 22637
38 10 3706
52 25 21978
60 68 22042
11 19 11067
95 25 30771
79 23 19470
37 41 11579
18 49 2641
47 58 21773
36 62 1694
27 41 21713
57 46 10901
63 69 19044
37 60 15339
65 37 12771
44 23 8386
52 17 1382
88 51 7696
87 9 18443
83 1 16193
98 72 9441
66 13 16986
57 43 8030
40 60 26180
32 63 5713
52 11 24840
58 39 23453
38 70 8740
24 97 12836
77 65 26948
86 34 28829
92 46 13308
82 29 9040
99 87 9568
53 54 8179
74 86 24710
15 97 26135
12 19 27476
33 30 11236
3 98 8500
39 36 27160
79 48 5495
5 59 27531
5 58 5010
78 79 9114
84 97 16253
64 88 11339
46 58 17115
82 96 6164
35 41 945
52 34 3191
91 88 10201
38 0 12799
43 9 13427
35 94 15167
37 11 31489
78 71 26591
50 23 19955
12 22 18910
22 18 13517
79 21 655
0 54 7214
93 50 31233
61 15 22620
4 30 3788
21 74 20777
88 20 13689
57 72 25673
94 1 17924
43 38 1901
11 86 6948
39 9 1480
92 97 31328
95 51 27842
53 79 19736
39 0 27142
35 12 21006
99 0 4399
74 47 27665
36 34 18881
39 5 24020
69 95 5681
93 63 27677
19 71 2853
69 80 22225
42 97 14905
43 88 11909
94 33 5609
13 72 3989
49 4 31851
27 75 3326
64 83 13738
51 68 25700
65 80 21653
0 58 16911
55 56 9862
14 69 14022
13 73 15214
47 34 23237
45 10 10236
63 43 16466
63 76 32527
71 84 7573
99 32 12803
47 63 18619
56 25 8118
81 96 4753
63 68 10344
91 40 2842
90 83 12473
52 15 6350
52 23 10348
40 73 22141
81 1 31175
36 91 13588
0 22 19613
11 30 13744
94 48 21606
5 65 1479
45 89 756
33 40 10827
5 24 425
18 66 2069
36 19 20784
63 7 18172
43 20 29744
7 75 6752
22 6 9074
36 79 13589
36 77 19045
69 51 26605
88 44 280
63 82 29016
49 54 29940
24 29 10702
49 45 17373
63 28 19457
37 57 17803
34 54 26893
53 69 11569
4 27 30741
48 85 25043
1 59 11801
84 56 30165
52 66 13801
68 55 22189
2 27 18804
44 57 13243
18 20 25844
16 26 18353
88 60 8605
20 9 12828
63 93 2265
10 23 30435
27 78 12859
22 25 6105
7 96 3503
48 37 8375
18 53 10379
98 93 30742
17 30 22419
49 44 26695
89 35 18700
51 93 10517
1 6 26992
89 7 20435
64 25 2663
10 88 32079
88 62 12044
43 40 31097
20 46 4516
61 92 15064
69 61 13910
45 91 11317
3 48 31626
18 27 27892
32 93 25582
90 18 22810
74 30 8022
0 35 27637
84 20 28405
7 44 7377
6 78 13984
70 43 14167
6 18 12310
83 44 31059
20 16 5769
42 72 32285
83 85 4053
76 43 17378
88 7 26153
11 9 29037
21 35 8214
81 76 845
72 7 32311
2 91 15722
85 91 11504
90 95 14948
21 6 24057
30 99 17489
87 8 20658
45 33 23224
2 80 24942
15 2 30678
55 54 22326
39 79 23447
48 77 9402
57 22 27840
54 71 31845
2 57 12614
30 9 16593
25 30 1219
73 80 21003
12 69 8320
49 90 19815
35 44 19101
54 78 22748
12 99 10799
30 92 21526
60 85 23667
91 81 6341
8 74 2921
83 53 8400
82 37 109
0 47 17527
87 5 3501
10 31 7048
22 16 16271
31 38 13361
72 95 9054
80 79 5915
14 72 8922
79 49 17357
80 68 3200
78 79 16772
79 41 28323
92 75 24589
99 76 32689
74 15 8512
33 26 30770
48 86 20262
65 9 4969
44 55 19453
49 88 29086
79 50 141
62 89 25461
18 97 17034
82 20 18407
55 47 28673
18 4 11953
49 41 7675
44 60 28500
68 15 26584
8 87 26884
9 36 31258
17 58 14863
27 24 11918
92 1 32161
23 90 18710
25 89 5374
56 37 27530
41 70 15739
29 42 31846
88 1 18147
36 11 20275
51 13 13833
34 52 12029
61 10 9990
50 95 18480
63 7 7695
89 40 7402
82 90 31762
40 85 2466
77 67 4081
73 27 16610
74 57 17908
97 88 6434
44 52 1360
98 81 25969
10 77 5974
0 26 18053
11 3 18096
7 82 11674
40 28 19054
41 90 7351
21 15 25555
40 27 26654
48 46 10024
36 94 27420
74 7 1791
13 45 22137
10 36 13979
37 41 2346
36 26 9103
64 52 21537
36 11 28586
25 93 12359
37 51 19391
86 89 23042
64 20 10489
96 67 2016
6 73 14772
96 6 6708
64 58 31762
68 41 16330
37 56 22473
19 90 12286
92 94 1495
17 68 21724
63 89 21537
62 33 8207
84 18 12331
89 94 23500
9 27 2921
24 33 9467
83 94 28891
74 99 28233
5 43 22252
72 45 1011
43 91 10706
22 73 5722
31 21 2525
79 58 26056
27 0 5756
11 52 21494
65 11 10720
76 15 28706
94 83 29306
95 34 6371
47 10 11993
18 81 6908
92 28 17800
22 94 22227
63 67 22008
64 3 32355
70 81 170
81 72 31676
69 9 21508
96 38 5231
93 82 22685
58 37 30839
57 40 29415
52 1 11136
32 54 2428
42 75 11676
58 56 26234
1 36 1213
19 42 28593
14 11 23196
17 66 25746
13 58 23242
75 13 8734
65 49 27423
89 34 19530
85 4 19656
59 68 31116
21 49 16031
46 2 26770
42 83 27026
46 74 12627
69 4 17988
56 54 6648
4 88 22325
3 75 3403
90 21 5378
6 42 29621
20 90 21167
29 49 12529
33 28 15857
54 88 6138
56 3 20807
11 85 24232
46 4 1559
13 43 9701
2 85 23515
91 27 22591
43 64 15984
13 4 9433
45 14 3725
81 75 16289
86 29 9527
89 23 5839
42 81 15368
9 94 487
99 38 4095
42 70 32742
59 16 6112
44 18 16989
46 25 26690
11 90 24996
2 20 12002
49 70 14967
81 74 23506
52 91 12175
11 91 27295
72 18 27157
22 21 5762
24 69 18957
32 96 27701
99 32 5115
74 60 28943
82 10 7037
79 72 19040
1 79 17035
5 62 16724
60 81 13205
19 36 32449
14 3 20676
20 77 14253
80 67 31997
74 40 3693
19 58 13183
47 11 30123
61 84 26925
79 26 14777
90 57 32487
39 56 18937
57 41 11907
51 92 16196
33 62 25657
83 57 15758
91 28 29864
62 38 32324
88 70 9149
94 92 24083
30 19 2851
36 88 1044
24 30 12036
69 51 29079
15 93 1598
27 50 20734
18 58 30563
82 2 32624
68 66 24088
95 9 24645
72 15 9391
88 66 23156
70 33 27659
76 2 16246
30 56 12345
68 30 6232
28 15 25152
23 41 16623
59 96 8204
11 60 8808
36 73 6543
23 96 5551
21 12 24165
69 92 19304
87 31 20892
33 75 23136
3 53 26995
34 59 5832
36 80 16174
86 83 25505
50 87 22351
11 7 7439
70 57 1234
41 62 21912
71 65 27198
60 85 14721
21 77 29104
14 62 21176
43 81 19807
67 22 17348
8 76 29049
98 18 2138
50 48 13028
91 47 26673
83 24 4729
15 81 689
71 54 863
36 94 29353
3 72 10406
35 59 4610
16 84 11790
48 77 31444
14 70 12993
35 2 24710
70 1 6128
63 54 15296
55 52 24204
71 67 23121
26 93 26261
10 51 16479
13 55 10167
19 1 31348
97 14 11816
78 96 6214
58 37 6153
39 30 5716
82 34 20153
50 44 4260
81 94 5330
86 66 17225
71 53 3279
38 64 11648
0 83 26000
59 67 12922
71 74 12589
90 46 24374
54 59 24543
0 24 7927
83 32 15331
71 78 12339
85 13 25765
52 92 10775
11 47 30360
32 45 26352
7 78 6782
11 66 16916
27 79 29206
84 18 22572
94 27 4453
87 71 28388
25 37 15126
7 68 25965
48 35 15268
30 28 8537
33 88 21068
2 48 25528
37 27 26621
86 9 24699
78 98 13238
59 53 26254
80 25 10521
35 77 28965
83 67 31008
96 14 11050
36 73 22064
24 79 21470
7 33 25595
67 48 8186
23 93 4345
39 37 13561
85 81 23135
14 60 17498
3 16 31956
95 23 10991
15 38 9053
80 9 23703
31 2 4917
16 11 24315
67 91 28297
4 61 13859
21 75 16723
7 38 31735
63 98 29383
57 25 30740
78 1 15121
28 66 32630
10 62 12373
38 23 15330
69 82 12076
74 10 18722
87 65 8729
39 8 27233
23 16 18598
14 69 1110
74 51 27179
20 73 6396
35 27 10609
61 19 18431
20 78 17829
73 95 27670
81 39 25870
13 23 6219
10 18 23706
56 31 2698
37 21 31272
0 94 9427
95 68 23343
55 83 4676
15 62 21798
64 65 15859
5 46 3735
85 61 2501
65 74 30055
42 27 15851
8 13 30425
85 62 13573
81 62 11813
50 46 21032
1 13 17611
51 70 9525
98 74 3049
33 18 5944
99 70 30767
87 0 23511
24 9 12882
38 29 1521
77 92 27659
44 17 19712
73 92 11782
28 52 7644
15 40 27976
26 27 19691
48 94 30455
72 28 30951
8 37 14222
83 92 13506
75 26 7898
79 51 13387
11 94 29790
59 47 19112
52 85 26597
50 72 23226
62 73 6256
61 2 14601
52 54 16328
93 28 15309
55 63 15182
60 93 8485
65 64 23277
17 62 23724
43 17 17713
70 15 5338
20 56 27634
26 58 28158
92 35 3867
92 35 946
65 43 13158
68 2 29459
90 23 20788
99 33 26412
90 52 25539
28 45 1615
14 37 31593
66 16 14926
50 85 5548
61 41 26329
61 92 21571
60 66 2154
87 54 18535
64 94 15236
7 19 31236
7 63 7983
82 23 10909
85 56 14077
72 77 8712
97 35 12276
70 64 10064
87 1 2357
83 71 12889
22 7 27712
38 70 29468
63 98 18961
66 25 4499
83 93 27036
43 80 5553
80 72 18768
24 91 18682
38 22 22684
22 18 11152
42 24 28604
36 27 21720
19 23 23339
2 49 23556
15 92 7571
29 53 16156
69 72 1558
42 88 16228
58 73 12855
39 63 24624
43 26 23004
40 10 12678
2 61 10517
89 91 25114
17 67 16051
5 83 19590
81 90 30674
60 4 25046
6 66 20445
3 27 1976
62 38 6588
96 3 19186
56 47 556
91 57 14058
76 57 29807
88 52 18794
67 88 29139
45 61 26078
65 60 454
99 29 28100
66 21 25455
48 29 19463
69 40 27396
12 38 24431
79 25 17493
23 0 21634
71 35 322
10 23 14680
68 74 13853
76 52 30294
33 21 16155
45 69 27854
93 66 29038
83 48 22768
86 77 16278
95 86 18072
84 7 3083
52 42 216
14 61 22099
87 40 29267
3 92 28189
88 48 184
1 68 13561
86 56 6160
38 32 706
10 39 27279
43 60 18911
71 64 28717
29 76 28631
79 32 32049
63 19 17400
45 10 26995
67 64 24833
90 69 18946
21 13 26628
15 98 15728
63 30 12801
75 72 20211
46 50 8948
95 6 3862
46 81 15474
23 72 1251
60 37 21794
83 65 4537
7 37 14752
79 47 13352
9 36 24544
71 73 9061
3 94 20523
78 60 26151
2 88 24723
54 82 26036
6 16 24073
21 17 7395
19 41 7405
86 51 10594
88 58 10547
3 84 29878
74 76 4714
31 89 30621
89 55 10824
79 83 5599
81 23 3214
82 52 2485
59 40 32097
4 51 7498
52 11 10083
32 20 22023
58 21 5430
50 69 2209
46 95 31282
53 82 24107
83 31 3185
24 45 29076
51 63 26240
50 92 10843
94 13 12626
0 72 9316
86 78 18251
16 61 7718
15 77 10115
9 8 23990
1 95 31878
22 0 4694
83 30 15421
28 37 15253
78 58 3793
45 13 24606
82 52 18587
2 83 11719
83 90 26493
74 61 18823
83 20 15933
41 70 29012
37 46 22719
60 78 27420
86 6 14881
1 81 25428
48 9 29234
71 46 8916
17 35 14781
40 62 14072
98 49 23954
49 67 6207
59 30 20064
76 53 23259
38 83 16310
92 71 20980
62 33 27337
25 35 6538
3 28 22990
11 1 1081
79 36 9992
55 50 16721
21 62 26334
36 93 1268
94 63 5781
1 58 24391
6 87 29051
13 79 4305
22 8 3246
